,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
239,2749,7.2,7.17,126.86,33,1992-05-17T10:15:27.360004Z,1,1,1,12,2,-999,inf,0.1,-999,inf,3,-1,3,1,1,10,1,7.1,0,7.1,0,7,0,15.73386661,157.7702344,156.1879214,1,3
240,2751,8.2,-0.95,137.03,33,1996-02-17T05:59:25.439998Z,0,15,0,27,1.7,-999,0.748525405,-999,-999,-999,1,1,3,4,0,5,0,0,0,0,0,6.5,0,0,376.9870727,549.3506571,1,3
241,2753,7,-2.77,-77.88,27,1995-10-03T01:51:27.359996Z,0,6,0,7,0.6,-999,0.233490291,-999,-999,-999,1,1,3,6,0,7,0,0,0,0,0,6.4,0,0,49.73347082,114.6619326,-1,3
242,2754,7.1,27.92,130.34,27,1995-10-18T10:37:29.280001Z,0,9,0,10,0.4,-999,0.6689709,-999,-999,-999,0,0,3,8,0,9,0,0,0,0,0,6.7,0,0,86.07760804,133.823798,-1,2
243,2755,7,52.56,142.81,33,1995-05-27T13:03:56.160001Z,0,3,0,6,1.9,-999,0.178422743,-999,-999,-999,1,1,0,3,0,6,0,0,0,0,0,5.6,0,0,79.26680083,114.6619326,-1,1
244,2756,7.7,-23.01,169.89,33,1995-05-16T20:12:46.079996Z,0,9,1,24,1.3,-999,1.825520781,-999,-999,-999,1,1,2,3,0,8,1,6.1,0,0,0,6.4,0,86.14194567,310.1644515,338.2345089,-1,2
245,2759,7.6,1.16,122.84,28,1990-04-18T13:39:21.600002Z,0,9,0,38,1.1,-999,0.333344445,-999,-999,-999,2,1,3,5,0,19,0,0,0,0,0,7.5,0,0,289.2218537,289.8036301,1,3
246,2764,7.7,15.66,121.23,25,1990-07-16T07:26:32.640000Z,0,12,0,17,1.2,-999,0.460502331,-999,-999,-999,1,1,0,4,0,5,0,0,0,0,0,6.5,0,0,211.8288419,338.2345089,-1,1
247,2766,7.4,15.23,147.53,32,1990-04-05T21:12:40.319996Z,0,2,0,8,1.2,-999,6.242197254,-999,-999,-999,1,-1,3,1,0,2,0,0,0,0,0,6.2,0,0,70.41238002,212.7529709,-1,2
248,2773,7.2,42.08,73.56,22,1992-08-19T02:04:33.599998Z,0,0,0,2,-999,-999,-999,-999,-999,-999,-1,-1,3,0,0,1,0,0,0,0,0,0,0,0,0,156.1879214,-1,3
249,2776,8.3,43.71,147.33,33,1994-10-04T13:22:56.639995Z,0,23,2,150,1,-999,1.110102902,-999,-999,-999,5,1,0,1,0,10,1,6.4,0,0,0,7.9,0,458.9832248,731.014048,641.1560465,1,3
250,2783,7.2,13.42,124.6,21,1988-02-24T03:51:59.040002Z,0,1,0,4,1.6,-999,inf,-999,-999,-999,1,-1,3,1,0,3,0,0,0,0,0,6.6,0,0,122.47288,156.1879214,1,3
251,2784,7.7,-2.07,124.89,33,1998-11-29T14:10:27.840000Z,1,8,5,23,1.1,-999,0.307770434,2.2,-999,inf,1,1,3,3,0,8,1,6.5,0,5.5,0,6.6,0,455.6894523,445.0742091,338.2345089,-1,0
252,2785,7.1,5.4,121.94,33,1999-03-04T08:52:04.800003Z,0,3,0,3,1.2,-999,0.538522295,-999,-999,-999,1,1,2,2,0,2,0,0,0,0,0,5.9,0,0,29.8551115,133.823798,-1,3
253,2790,7.2,33.83,59.81,10,1997-05-10T07:57:30.240003Z,0,0,0,3,-999,-999,-999,-999,-999,-999,1,-1,3,0,0,2,0,0,0,0,0,0,0,0,0,156.1879214,-1,1
254,2793,7.1,29.98,68.21,33,1997-02-27T21:08:03.840003Z,0,2,0,6,1.2,-999,0.126388696,-999,-999,-999,1,-1,3,2,0,5,0,0,0,0,0,5.9,0,0,83.78613696,133.823798,1,3
255,2795,7.9,51.56,-177.63,33,1996-06-10T04:03:38.880000Z,2,22,4,75,0.7,-999,1.10894363,1.4,-999,4.491354143,1,1,3,5,1,11,1,6.5,0,6.5,0,7.2,0,56.30594008,3476.683944,460.7295875,1,3
256,2801,7.1,-14.04,166.51,33,1985-12-21T01:13:17.760003Z,7,7,7,13,0.6,-999,0.327011118,0.1,-999,0.383877159,5,5,1,7,7,12,7,7,0,7,0,6.5,0,51.08219344,127.0969071,133.823798,1,3
257,2806,7.9,51.41,-174.83,33,1986-05-07T22:47:08.160004Z,2,3,2,19,1.5,-999,0.764564963,1.7,-999,0.07651168,1,1,3,1,2,4,2,6.2,0,6.2,0,6.9,0,560.0665749,6180.325023,460.7295875,1,3
258,2821,9,3.3,95.78,10,2004-12-26T00:58:53.760002Z,1,159,3,561,1.8,0.998594687,5.377435065,3.7,-999,inf,2,1,1,1,0,3,0,6.1,0,5.3,0,8.6,0,419.200384,1793.860711,1260.872408,1,3
259,2838,7.3,50.04,87.81,16,2003-09-27T11:33:21.599999Z,0,6,0,8,0.7,-999,0.237800818,-999,-999,-999,1,1,0,2,0,2,0,0,0,0,0,6.6,0,0,39.83097708,182.289452,-1,1
260,2839,7.3,-6.25,149.09,24,1987-10-16T20:48:02.880001Z,1,1,19,13,1.8,-999,inf,2.3,-999,inf,2,-1,3,1,0,10,18,7.3,0,5,0,6.7,0,269.5511459,184.9890671,182.289452,1,3
261,2841,7.5,-1.76,134.3,10,2002-10-10T10:50:18.240003Z,4,3,5,14,1.6,-999,3.218538783,1.1,-999,2.784739627,1,1,0,2,3,8,3,6.4,0,6.4,0,6.2,0,32.31826154,279.0491487,248.307437,1,1
262,2843,7.8,58.68,-142.79,10,1987-11-30T19:23:13.919996Z,4,4,4,9,2,-999,0.283087637,0.7,-999,3.398181973,2,1,0,1,2,3,2,7.1,0,7.1,0,7.7,0,64.94883666,288.144293,394.7589718,-1,1
263,2845,7.5,-2.6,68.38,10,2003-07-15T20:27:53.280004Z,0,3,0,5,1.9,-999,0.435091587,-999,-999,-999,1,1,3,1,0,2,0,0,0,0,0,5.6,0,0,226.2999871,248.307437,1,1
264,2849,7.3,-4,135.02,10,2004-02-07T02:42:34.559996Z,3,8,3,25,0.6,-999,2.174917761,0.3,-999,3.806623525,5,0,1,6,2,17,2,7,0,7,0,7.1,0,77.75183333,170.7537044,182.289452,-1,1
265,2850,7.4,33.18,137.07,10,2004-09-05T14:57:15.839997Z,1,7,1,8,0.8,-999,1.653829797,0.2,-999,inf,2,2,0,6,1,7,1,7.2,0,7.2,0,6.6,0,43.66784445,137.2692735,212.7529709,-1,3
266,2853,7.7,-28.1,-176.43,33,1986-10-20T06:46:13.439996Z,0,23,1,47,1.6,-999,0.777244971,-999,-999,-999,1,1,1,8,0,14,0,5.2,0,0,0,6.5,0,106.7851877,318.0274882,338.2345089,-1,1
267,2866,8.3,41.81,143.91,27,2003-09-25T19:50:09.599997Z,0,29,3,74,1,-999,1.313947324,-999,-999,-999,1,1,3,3,0,6,0,5.9,0,0,0,7.3,0,381.486429,622.7704599,641.1560465,1,3
268,2867,7.3,-22.01,169.77,10,2003-12-27T16:01:03.360003Z,7,25,7,49,0.2,-999,0.891930173,0.6,-999,4.83492195,5,5,3,18,7,31,7,6.7,0,6.7,0,7.1,0,55.5197866,159.8691715,182.289452,1,3
269,2871,7.8,51.15,178.65,33,2003-11-17T06:43:03.359997Z,1,9,14,34,2.1,-999,0.311776851,2.2,-999,inf,1,1,0,0,0,4,6,7,0,5.6,0,6.6,0,1489.049187,8220.122119,394.7589718,1,3
270,2881,7.1,38.72,43.51,16,2011-10-23T10:41:22.559997Z,0,8,0,10,1.1,-999,0.360931022,-999,-999,-999,1,1,3,7,0,9,0,0,0,0,0,6,0,0,112.4320495,133.823798,1,3
271,2890,7.5,16.5,-98.22,20,2012-03-20T18:02:44.160003Z,0,6,0,11,1.4,-999,0.260160345,-999,-999,-999,1,1,2,1,0,2,0,0,0,0,0,6.1,0,0,36.36928932,248.307437,1,3
272,2900,7,-43.53,171.81,12,2010-09-03T16:35:45.599996Z,0,0,0,14,-999,-999,-999,-999,-999,-999,1,-1,0,0,0,14,0,0,0,0,0,0,0,0,0,114.6619326,1,1
273,2905,7,-4.96,133.76,26,2010-09-29T17:11:28.319997Z,1,3,1,6,1.1,-999,0.24223437,1,-999,inf,1,1,0,3,1,6,1,6,0,6,0,6,0,42.77576676,51.72822347,114.6619326,-1,2
274,2912,7.3,52.07,-171.84,52,2011-06-24T03:09:38.880002Z,0,5,0,14,1.5,-999,7.157171486,-999,-999,-999,2,1,1,4,0,9,0,0,0,0,0,6.9,0,0,111.1212479,182.289452,-1,2
275,2928,7.8,54.47,168.82,11,2017-07-17T23:34:13.440002Z,2,4,7,10,2.2,-999,0.189627382,1.5,-999,161.2903225,1,1,0,0,1,1,4,6.7,0,6.3,0,6.2,0,296.077598,316.1611535,394.7589718,1,1
276,2933,7.9,56,-149.17,14.1,2018-01-23T09:31:40.800000Z,0,8,0,17,2.4,-999,0.623339385,-999,-999,-999,1,1,3,0,0,0,0,0,0,0,0,5.6,0,0,424.2365391,460.7295875,-1,1
277,2937,7,-3.52,138.48,66,2013-04-06T04:42:31.680001Z,0,3,2,4,1.4,-999,0.403247486,-999,-999,-999,1,1,3,3,0,4,2,5.6,0,0,0,5.6,0,121.2056887,110.0273599,114.6619326,-1,0
278,2940,7.5,-21.95,169.43,10,2018-12-05T04:18:11.519997Z,5,13,87,30,0.8,-999,0.716517943,2.3,-999,0.298482515,1,1,1,2,0,9,24,7,0,5.2,0,6.7,0,170.4484716,243.9612776,248.307437,-1,2
279,2941,7.1,61.35,-149.96,46.7,2018-11-30T17:29:28.320004Z,0,2,0,5,2,-999,57.97101458,-999,-999,-999,1,-1,1,1,0,2,0,0,0,0,0,5.2,0,0,64.22181124,133.823798,-1,2
280,2944,7.5,-4.73,152.56,41,2015-03-29T23:48:28.799997Z,1,13,102,93,1.5,-999,0.610669811,1.9,-999,inf,4,1,0,5,1,27,34,7.5,0,5.6,0,7.5,0,497.4062609,391.4060478,248.307437,1,3
281,2948,8.6,2.33,93.06,20,2012-04-11T08:38:32.640004Z,0,29,3,56,0.4,-999,1.223530603,-999,-999,-999,2,2,0,1,0,1,1,7.2,0,0,0,8.2,0,44.71340734,974.4890148,1019.309388,-1,1
282,2959,7.6,-29.54,-176.34,17,2011-07-06T19:03:21.599999Z,0,39,0,78,1.6,1.140571367,1.323011581,-999,-999,-999,2,1,3,7,0,13,0,0,0,0,0,7.4,0,0,268.3590403,289.8036301,-1,2
283,2971,7.6,10.1,-85.31,35,2012-09-05T14:42:08.639999Z,3,5,4,28,2,-999,0.501962674,0.3,-999,2.546689304,2,2,3,1,1,5,2,7.3,0,7.3,0,6.4,0,449.02373,605.7177477,289.8036301,1,3
284,2973,7.6,10.81,126.64,28,2012-08-31T12:47:31.200005Z,0,20,0,34,2,-999,1.256084158,-999,-999,-999,1,1,3,1,0,2,0,0,0,0,0,6.1,0,0,232.6574077,289.8036301,-1,3
285,2975,7.8,52.79,-132.1,14,2012-10-28T03:04:10.559997Z,0,18,0,27,1.4,-999,1.159211221,-999,-999,-999,2,1,3,3,0,7,0,0,0,0,0,7.5,0,0,350.8256917,394.7589718,1,3
286,2976,7.4,13.96,-91.85,24,2012-11-07T16:35:45.599996Z,1,11,3,31,1,-999,0.422222734,2.4,-999,inf,1,1,3,4,0,13,2,6,0,5,0,6.9,0,122.4954769,191.5974251,212.7529709,1,3
287,2977,7.9,-10.8,165.11,24,2013-02-06T01:12:25.920000Z,24,81,27,116,0.8,0.772290956,3.293057746,1.5,-999,2.821902668,1,1,2,16,7,18,8,6.4,0,6.4,0,7.1,0,344.1128279,453.6555959,460.7295875,1,3
288,2983,7.3,16.72,-86.23,10,2009-05-28T08:24:43.199995Z,0,4,0,6,1.9,-999,0.298797341,-999,-999,-999,1,1,2,1,0,1,0,0,0,0,0,5.4,0,0,163.3706418,182.289452,1,1
289,2994,7.4,46.86,155.15,36,2009-01-15T17:49:37.920001Z,0,1,0,7,2.3,-999,inf,-999,-999,-999,1,-1,3,0,0,3,0,0,0,0,0,6,0,0,186.6562942,212.7529709,-1,3
290,3022,7.2,51.36,-179.52,29.4,2007-12-19T09:30:23.040001Z,2,16,12,73,0.6,-999,0.537354536,2,-999,0.430607587,1,1,2,13,2,47,8,6.7,0,5.2,0,6.6,0,797.578474,8394.598866,156.1879214,1,3
291,3024,7.3,-20.07,168.89,33,2008-04-09T12:46:13.439996Z,4,21,4,36,0.9,-999,0.780297851,1,-999,1.486270576,1,1,3,15,2,20,2,6.3,0,6.3,0,6.4,0,33.44952271,163.1912945,182.289452,1,3
292,3025,7.9,31,103.32,19,2008-05-12T06:28:04.800005Z,0,14,0,21,1.8,-999,0.940001074,-999,-999,-999,1,1,1,2,0,3,0,0,0,0,0,6.1,0,0,304.3837398,460.7295875,-1,3
293,3027,7,-27.42,-176.33,25,2009-02-18T21:53:42.719997Z,0,3,0,3,1.7,-999,0.183172549,-999,-999,-999,1,1,3,3,0,3,0,0,0,0,0,5.3,0,0,58.85504522,114.6619326,1,3
294,3032,7.1,3.88,126.4,22,2009-02-11T17:34:48.000004Z,0,31,1,47,0.9,1.000976129,1.850823617,-999,-999,-999,1,1,3,23,0,36,1,5.2,0,0,0,6.3,0,40.13802313,131.5459224,133.823798,1,3
295,3042,7,-29.76,-177.68,36,2008-09-29T15:19:35.039995Z,0,5,0,16,0.9,-999,0.481282908,-999,-999,-999,1,1,2,5,0,16,0,0,0,0,0,6.4,0,0,96.05761987,114.6619326,-1,3
296,3044,7.7,-0.41,132.88,17,2009-01-03T19:43:49.439999Z,0,22,0,36,0.3,-999,0.808897877,-999,-999,-999,2,2,2,4,0,6,0,0,0,0,0,7.4,0,0,199.1049046,338.2345089,1,3
297,3053,7.8,2.38,97.05,31,2010-04-06T22:15:01.439998Z,1,0,1,22,-999,-999,-999,2,-999,inf,1,-1,3,0,1,6,1,0,0,0,0,0,0,0,0,394.7589718,1,3
298,3054,7.8,-3.49,100.08,20.1,2010-10-25T14:42:25.920000Z,0,7,4,22,1.5,-999,0.477740696,-999,-999,-999,1,1,3,2,0,5,2,6.7,0,0,0,6.3,0,129.2131468,332.5687703,394.7589718,1,3
299,3060,7,25.93,128.43,25,2010-02-26T20:31:29.279999Z,0,0,0,3,-999,-999,-999,-999,-999,-999,1,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,114.6619326,-1,1
300,3062,9.1,38.32,142.37,24.4,2011-03-11T05:46:19.199996Z,12,204,44,451,1.2,0.915248702,6.967403481,1.8,-999,0.523827608,1,1,1,3,1,3,2,7.4,0,7.3,0,7.9,0,1548.722802,2119.018874,1471.584602,1,3
301,3067,7.8,-45.76,166.56,12,2009-07-15T09:22:27.840004Z,0,9,0,15,1.7,-999,0.442821858,-999,-999,-999,1,1,1,1,0,1,0,0,0,0,0,6.1,0,0,359.8312751,394.7589718,1,3
302,3070,7.6,-23.05,-174.66,34,2009-03-19T18:17:42.719995Z,1,8,5,49,2,-999,0.469582776,2.6,-999,inf,1,1,3,1,0,16,3,6.9,0,5,0,6.7,0,158.0373765,322.9609982,289.8036301,1,3
303,3077,7.1,-8.8,157.35,25,2010-01-03T22:36:28.800003Z,1,17,2,20,0.3,-999,0.832623155,0.5,-999,inf,5,5,3,13,1,15,2,6.6,0,6.6,0,6.8,0,71.74654163,105.1336641,133.823798,1,3
304,3080,7.1,36.2,1.35,10,1980-10-10T12:25:20.640002Z,0,3,0,8,0.9,-999,0.104612724,-999,-999,-999,1,1,3,3,0,7,0,0,0,0,0,6.2,0,0,38.52899373,133.823798,-1,3
305,3082,7.3,-5.93,150.59,35,2010-07-18T13:35:02.399999Z,2,13,3,38,0.4,-999,0.493997925,0.4,-999,0.082258151,5,3,2,7,2,24,3,6.9,0,6.9,0,6.9,0,133.0048236,179.2542108,182.289452,1,3
306,3083,7.3,-17.54,168.07,25,2010-08-10T05:23:42.719997Z,0,11,0,119,1.4,-999,0.470656694,-999,-999,-999,4,1,1,5,0,55,0,0,0,0,0,7.3,0,0,358.6725202,182.289452,1,3
307,3088,7.2,32.3,-115.27,6,2010-04-04T22:40:39.360000Z,0,3,1,8,1.8,-999,0.9289939,-999,-999,-999,1,1,0,1,0,3,1,5.9,0,0,0,5.8,0,18.1865453,75.48273747,156.1879214,1,1
308,3090,7.5,7.88,91.94,35,2010-06-12T19:26:49.920001Z,0,5,2,7,2,-999,0.415154811,-999,-999,-999,1,1,2,1,0,3,1,6,0,0,0,5.8,0,22.67811315,233.8200494,248.307437,-1,0
309,3091,7.5,14.1,92.89,4.7,2009-08-10T19:55:37.920003Z,0,2,0,10,1.6,-999,1.399286364,-999,-999,-999,1,-1,3,1,0,3,0,0,0,0,0,6.6,0,0,102.4143172,248.307437,-1,2
310,3093,7.8,-12.52,166.38,35,2009-10-07T22:18:54.720004Z,1,44,4,83,0.4,0.83445228,2.240474166,0.2,-999,inf,5,3,3,9,1,16,3,7.6,0,7.6,0,7.4,0,157.9851973,350.6324192,394.7589718,1,3
311,3094,8.1,-15.49,-172.1,18,2009-09-29T17:48:11.519997Z,0,38,14,92,1.9,1.146054883,1.32649143,-999,-999,-999,1,1,3,2,0,4,1,6.6,0,0,0,6.2,0,177.6185015,461.1241754,470.6906315,-1,2
312,3096,8.8,-35.85,-72.71,44.8,2010-02-27T06:34:16.319997Z,0,89,0,192,1.4,0.833920364,3.009735989,-999,-999,-999,1,1,1,3,0,4,0,0,0,0,0,7.4,0,0,8959.263483,1388.462683,1,3
